"","FISV.Open","FISV.High","FISV.Low","FISV.Close","FISV.Volume","FISV.Adjusted"
"2012-06-11",17.372499,17.422501,17.0825,17.112499,2222400,17.112499
"2012-06-12",17.125,17.275,17.09,17.275,2371200,17.275
"2012-06-13",17.215,17.362499,17.0625,17.115,2311600,17.115
"2012-06-14",17.1775,17.575001,17.15,17.432501,3118800,17.432501
"2012-06-15",17.504999,17.75,17.43,17.717501,6056800,17.717501
"2012-06-18",17.934999,17.934999,17.4825,17.59,4122800,17.59
"2012-06-19",17.695,17.842501,17.540001,17.702499,3800400,17.702499
"2012-06-20",17.719999,17.8225,17.6075,17.73,2100000,17.73
"2012-06-21",17.780001,17.785,17.217501,17.217501,2838400,17.217501
"2012-06-22",17.317499,17.465,17.217501,17.42,3368800,17.42
"2012-06-25",17.297501,17.385,17.155001,17.215,1819200,17.215
"2012-06-26",17.227501,17.33,17.1175,17.297501,3178800,17.297501
"2012-06-27",17.424999,17.6175,17.297501,17.6075,1951600,17.6075
"2012-06-28",17.4375,17.51,17.2225,17.452499,1987200,17.452499
"2012-06-29",17.795,18.075001,17.715,18.055,3521200,18.055
"2012-07-02",18.1,18.182501,18.0375,18.15,2695200,18.15
"2012-07-03",18.112499,18.219999,18,18.215,1222800,18.215
"2012-07-05",18.120001,18.2325,18.057501,18.1975,1997200,18.1975
"2012-07-06",18.094999,18.145,17.844999,18.02,1720400,18.02
"2012-07-09",18.040001,18.0425,17.915001,18.02,1253200,18.02
"2012-07-10",17.8325,17.997499,17.5625,17.629999,4950000,17.629999
"2012-07-11",17.702499,17.815001,17.647499,17.74,3699600,17.74
"2012-07-12",17.610001,17.690001,17.475,17.620001,1956400,17.620001
"2012-07-13",17.6525,17.775,17.565001,17.737499,2739200,17.737499
"2012-07-16",17.73,17.817499,17.625,17.7675,1589600,17.7675
"2012-07-17",17.8125,17.887501,17.577499,17.797501,2006800,17.797501
"2012-07-18",17.77,18,17.705,17.987499,2122400,17.987499
"2012-07-19",17.950001,18.030001,17.8675,17.879999,2629200,17.879999
"2012-07-20",17.7575,17.897499,17.725,17.775,3222800,17.775
"2012-07-23",17.465,17.514999,17.2125,17.4175,2325600,17.4175
"2012-07-24",17.4825,17.504999,17.155001,17.299999,1922000,17.299999
"2012-07-25",17.290001,17.344999,17.1425,17.2425,1549200,17.2425
"2012-07-26",17.58,17.725,17.3375,17.700001,2179200,17.700001
"2012-07-27",17.887501,18.135,17.7875,18.094999,2100400,18.094999
"2012-07-30",18.094999,18.1625,17.945,18.0625,2734400,18.0625
"2012-07-31",17.5,17.58,17.184999,17.532499,6341600,17.532499
"2012-08-01",17.727501,17.727501,17.35,17.4125,3009600,17.4125
"2012-08-02",17.297501,17.375,16.987499,17.047501,2950800,17.047501
"2012-08-03",17.397499,17.442499,17.26,17.405001,2521200,17.405001
"2012-08-06",17.4925,17.605,17.379999,17.397499,2257200,17.397499
"2012-08-07",17.522499,17.5625,17.325001,17.355,3144800,17.355
"2012-08-08",17.280001,17.567499,17.2775,17.540001,1700000,17.540001
"2012-08-09",17.4825,17.67,17.459999,17.5075,3192400,17.5075
"2012-08-10",17.4825,17.532499,17.424999,17.469999,2821600,17.469999
"2012-08-13",17.5375,17.737499,17.475,17.702499,2535200,17.702499
"2012-08-14",17.799999,17.799999,17.594999,17.692499,2353600,17.692499
"2012-08-15",17.629999,17.8225,17.5725,17.790001,1606800,17.790001
"2012-08-16",17.8125,17.9125,17.700001,17.872499,1874000,17.872499
"2012-08-17",17.9725,18.022499,17.8375,17.852501,2770000,17.852501
"2012-08-20",17.862499,17.945,17.592501,17.6875,3145200,17.6875
"2012-08-21",17.6975,17.782499,17.635,17.702499,2227600,17.702499
"2012-08-22",17.719999,17.7575,17.5375,17.594999,2270800,17.594999
"2012-08-23",17.594999,17.717501,17.5175,17.6175,1878800,17.6175
"2012-08-24",17.625,17.75,17.592501,17.717501,1969600,17.717501
"2012-08-27",17.74,17.75,17.612499,17.6525,2037600,17.6525
"2012-08-28",17.610001,17.715,17.4825,17.512501,3062400,17.512501
"2012-08-29",17.584999,17.815001,17.5425,17.7925,3027200,17.7925
"2012-08-30",17.715,17.7875,17.6775,17.709999,2780800,17.709999
"2012-08-31",17.7925,17.875,17.702499,17.827499,3413600,17.827499
"2012-09-04",17.612499,17.93,17.592501,17.8675,3769200,17.8675
"2012-09-05",17.834999,17.9375,17.77,17.860001,2250400,17.860001
"2012-09-06",17.945,18.2425,17.940001,18.190001,2625200,18.190001
"2012-09-07",18.25,18.317499,18.172501,18.202499,2230000,18.202499
"2012-09-10",18.139999,18.2425,18.0975,18.1,1676400,18.1
"2012-09-11",18.0625,18.2125,18.0625,18.094999,1558400,18.094999
"2012-09-12",18.115,18.1525,17.940001,17.987499,1661200,17.987499
"2012-09-13",17.950001,18.094999,17.895,18.0375,2852400,18.0375
"2012-09-14",18.077499,18.112499,17.934999,17.9475,2984000,17.9475
"2012-09-17",18.0075,18.0175,17.93,17.959999,2237600,17.959999
"2012-09-18",18.022499,18.022499,17.922501,18.014999,1162800,18.014999
"2012-09-19",18.0375,18.237499,18.014999,18.172501,2299600,18.172501
"2012-09-20",18.147499,18.397499,18.092501,18.360001,3672400,18.360001
"2012-09-21",18.545,18.59,18.49,18.547501,5203200,18.547501
"2012-09-24",18.49,18.57,18.432501,18.495001,1920800,18.495001
"2012-09-25",18.504999,18.525,18.200001,18.2325,1507600,18.2325
"2012-09-26",18.23,18.305,18.172501,18.2675,2267200,18.2675
"2012-09-27",18.325001,18.4625,18.237499,18.432501,2428800,18.432501
"2012-09-28",18.405001,18.58,18.370001,18.5075,3212400,18.5075
"2012-10-01",18.6,18.6,18.4,18.5275,4544400,18.5275
"2012-10-02",18.605,18.605,18.372499,18.455,3131200,18.455
"2012-10-03",18.540001,18.5875,18.4475,18.5425,2868800,18.5425
"2012-10-04",18.5875,18.657499,18.514999,18.647499,2478000,18.647499
"2012-10-05",18.7075,18.809999,18.525,18.5525,3402000,18.5525
"2012-10-08",18.424999,18.692499,18.3825,18.657499,2762800,18.657499
"2012-10-09",18.6,18.615,18.405001,18.4175,3014800,18.4175
"2012-10-10",18.422501,18.467501,18.182501,18.209999,2409200,18.209999
"2012-10-11",18.375,18.4575,18.3025,18.375,2886800,18.375
"2012-10-12",18.352501,18.48,18.344999,18.440001,2449200,18.440001
"2012-10-15",18.485001,18.8025,18.432501,18.8025,3929600,18.8025
"2012-10-16",18.817499,19.0625,18.77,18.942499,3009200,18.942499
"2012-10-17",18.9,18.9925,18.84,18.9375,2112400,18.9375
"2012-10-18",18.965,19.030001,18.889999,18.965,1996000,18.965
"2012-10-19",18.940001,18.940001,18.8125,18.827499,4944400,18.827499
"2012-10-22",18.764999,18.924999,18.764999,18.889999,3085200,18.889999
"2012-10-23",18.665001,18.795,18.645,18.76,3348800,18.76
"2012-10-24",18.827499,18.827499,18.639999,18.702499,3198800,18.702499
"2012-10-25",18.8475,18.8475,18.725,18.782499,2552800,18.782499
"2012-10-26",18.752501,18.885,18.73,18.8125,3190400,18.8125
"2012-10-31",18.657499,18.9375,18.5975,18.715,4544800,18.715
"2012-11-01",18.790001,18.985001,18.66,18.8475,3865200,18.8475
"2012-11-02",18.955,18.9625,18.719999,18.809999,3554800,18.809999
"2012-11-05",18.7125,18.797501,18.605,18.705,2950000,18.705
"2012-11-06",18.715,19.0275,18.709999,18.877501,2254400,18.877501
"2012-11-07",18.715,18.73,18.549999,18.605,2308400,18.605
"2012-11-08",18.512501,18.65,18.370001,18.424999,2175600,18.424999
"2012-11-09",18.370001,18.639999,18.3225,18.477501,1994800,18.477501
"2012-11-12",18.4125,18.567499,18.407499,18.49,1318400,18.49
"2012-11-13",18.389999,18.592501,18.32,18.4575,1756800,18.4575
"2012-11-14",18.4575,18.48,18.115,18.145,2768800,18.145
"2012-11-15",18.1875,18.2075,18.047501,18.147499,2230400,18.147499
"2012-11-16",18.125,18.432501,18.059999,18.387501,3190400,18.387501
"2012-11-19",18.4925,18.540001,18.344999,18.405001,2698800,18.405001
"2012-11-20",18.379999,18.639999,18.344999,18.5725,1874000,18.5725
"2012-11-21",18.514999,18.67,18.502501,18.665001,1294000,18.665001
"2012-11-23",18.790001,18.8575,18.692499,18.8575,587600,18.8575
"2012-11-26",18.8825,18.91,18.76,18.844999,1765600,18.844999
"2012-11-27",18.8125,18.9175,18.77,18.782499,1096400,18.782499
"2012-11-28",18.76,18.9175,18.695,18.897499,2519600,18.897499
"2012-11-29",18.93,19.045,18.9025,19.032499,1220000,19.032499
"2012-11-30",19.045,19.254999,19.014999,19.247499,3273600,19.247499
"2012-12-03",19.282499,19.355,19.200001,19.225,1925200,19.225
"2012-12-04",19.165001,19.422501,19.165001,19.42,2520400,19.42
"2012-12-05",19.424999,20.1,19.344999,19.9275,6909600,19.9275
"2012-12-06",19.93,20.129999,19.782499,19.9725,4052000,19.9725
"2012-12-07",20.065001,20.182501,19.7875,19.952499,3984800,19.952499
"2012-12-10",19.872499,20.084999,19.862499,20.0275,3457200,20.0275
"2012-12-11",20.049999,20.315001,20.047501,20.1675,5080400,20.1675
"2012-12-12",20.1775,20.282499,20.049999,20.059999,3524400,20.059999
"2012-12-13",20.129999,20.2225,19.870001,19.9825,4075200,19.9825
"2012-12-14",19.955,20.045,19.895,19.9175,4122000,19.9175
"2012-12-17",19.9275,20.2075,19.8925,20.125,4526000,20.125
"2012-12-18",20.215,20.2925,20.065001,20.2775,3587200,20.2775
"2012-12-19",20.252501,20.299999,19.922501,19.922501,5718800,19.922501
"2012-12-20",19.85,20.092501,19.834999,20.055,3647600,20.055
"2012-12-21",19.932501,20.002501,19.780001,19.924999,7630000,19.924999
"2012-12-24",19.82,20.047501,19.772499,19.934999,972000,19.934999
"2012-12-26",19.9625,19.9925,19.657499,19.735001,1638000,19.735001
"2012-12-27",19.68,19.8475,19.547501,19.782499,2591600,19.782499
"2012-12-28",19.602501,19.809999,19.5975,19.629999,1905600,19.629999
"2012-12-31",19.657499,19.775,19.51,19.7575,2276800,19.7575
"2013-01-02",20.07,20.32,20.002501,20.32,3571200,20.32
"2013-01-03",20.245001,20.355,20.1,20.1675,2021200,20.1675
"2013-01-04",20.2325,20.2325,20.0725,20.174999,1852000,20.174999
"2013-01-07",20.125,20.344999,20.0275,20.3025,2426000,20.3025
"2013-01-08",20.290001,20.459999,20.1425,20.4,2952800,20.4
"2013-01-09",20.5,20.725,20.424999,20.709999,2737200,20.709999
"2013-01-10",20.84,20.84,20.59,20.799999,2186800,20.799999
"2013-01-11",20.5975,20.8575,20.5975,20.745001,2590400,20.745001
"2013-01-14",20.7125,20.799999,20.672501,20.725,1656000,20.725
"2013-01-15",19.7575,20.325001,19.7575,20.1175,12348400,20.1175
"2013-01-16",20.08,20.184999,19.98,20.1175,4788400,20.1175
"2013-01-17",20.252501,20.3475,20.1875,20.27,3061600,20.27
"2013-01-18",20.27,20.3675,20.137501,20.309999,4256400,20.309999
"2013-01-22",20.3375,20.4475,20.2675,20.432501,4444000,20.432501
"2013-01-23",20.3825,20.4475,20.264999,20.307501,4540000,20.307501
"2013-01-24",20.297501,20.49,20.059999,20.1,3958800,20.1
"2013-01-25",20.227501,20.280001,20.0825,20.2125,2705200,20.2125
"2013-01-28",20.305,20.305,20.129999,20.195,4032400,20.195
"2013-01-29",20.195,20.282499,20.129999,20.235001,2453600,20.235001
"2013-01-30",20.264999,20.27,20.139999,20.23,1790000,20.23
"2013-01-31",20.272499,20.309999,20.057501,20.077499,2052800,20.077499
"2013-02-01",20.27,20.397499,20.247499,20.3375,3257200,20.3375
"2013-02-04",20.190001,20.282499,20.014999,20.022499,2590800,20.022499
"2013-02-05",20.182501,20.254999,20.0425,20.202499,3439600,20.202499
"2013-02-06",20.1625,20.252501,19.965,20.08,4160000,20.08
"2013-02-07",20.049999,20.084999,19.9375,19.99,4710800,19.99
"2013-02-08",20.025,20.17,19.9925,20.120001,2558400,20.120001
"2013-02-11",20.165001,20.2675,20.145,20.209999,2864000,20.209999
"2013-02-12",20.145,20.225,20.092501,20.135,2082400,20.135
"2013-02-13",20.112499,20.1875,20.059999,20.137501,1868000,20.137501
"2013-02-14",20.075001,20.157499,19.907499,20.040001,2785600,20.040001
"2013-02-15",20.045,20.237499,19.977501,20.217501,3198800,20.217501
"2013-02-19",20.190001,20.342501,20.190001,20.254999,3678000,20.254999
"2013-02-20",20.305,20.452499,20.17,20.172501,2941200,20.172501
"2013-02-21",20.102501,20.115,19.82,19.875,2451200,19.875
"2013-02-22",19.9175,20.0625,19.875,20.059999,2491200,20.059999
"2013-02-25",20.065001,20.295,19.877501,19.897499,3116000,19.897499
"2013-02-26",19.9475,20.205,19.91,20.190001,2652800,20.190001
"2013-02-27",20.0425,20.397499,20.0375,20.334999,5376000,20.334999
"2013-02-28",20.307501,20.612499,20.307501,20.559999,5284000,20.559999
"2013-03-01",20.52,20.535,20.295,20.375,2750800,20.375
"2013-03-04",20.3325,20.7075,20.3325,20.705,2860400,20.705
"2013-03-05",20.74,21.15,20.719999,21.147499,3578400,21.147499
"2013-03-06",21.147499,21.245001,20.9275,20.99,2384000,20.99
"2013-03-07",21.0175,21.145,20.905001,21.0175,2624000,21.0175
"2013-03-08",21.1,21.192499,21.002501,21.1775,2367200,21.1775
"2013-03-11",21.125,21.2125,21.1,21.172501,1092400,21.172501
"2013-03-12",21.1525,21.202499,21.0175,21.174999,1218800,21.174999
"2013-03-13",21.2425,21.245001,21.110001,21.217501,1143200,21.217501
"2013-03-14",21.25,21.3225,21.184999,21.3225,3386800,21.3225
"2013-03-15",21.24,21.42,21.219999,21.362499,4178400,21.362499
"2013-03-18",21.157499,21.327499,21.1525,21.254999,2271600,21.254999
"2013-03-19",21.317499,21.3575,21.127501,21.27,1564800,21.27
"2013-03-20",21.432501,21.495001,21.2925,21.440001,1336000,21.440001
"2013-03-21",21.25,21.365,21.2325,21.327499,1867200,21.327499
"2013-03-22",21.4375,21.540001,21.334999,21.522499,1437600,21.522499
"2013-03-25",21.655001,21.6625,21.315001,21.4275,1287600,21.4275
"2013-03-26",21.594999,21.695,21.452499,21.629999,1140000,21.629999
"2013-03-27",21.5425,21.6425,21.362499,21.58,973200,21.58
"2013-03-28",21.532499,21.977501,21.525,21.965,2818000,21.965
"2013-04-01",21.99,21.997499,21.715,21.752501,1311600,21.752501
"2013-04-02",21.83,21.872499,21.684999,21.762501,1519600,21.762501
"2013-04-03",21.772499,21.772499,21.385,21.4575,2001600,21.4575
"2013-04-04",21.5075,21.627501,21.452499,21.559999,1434400,21.559999
"2013-04-05",21.264999,21.360001,21.094999,21.209999,1547600,21.209999
"2013-04-08",21.18,21.415001,21.1775,21.415001,1147600,21.415001
"2013-04-09",21.5175,21.6,21.305,21.557501,1646400,21.557501
"2013-04-10",21.5525,22.0975,21.525,22.0875,2372400,22.0875
"2013-04-11",22.0625,22.192499,21.985001,22.0975,1979200,22.0975
"2013-04-12",21.965,22.02,21.82,21.9575,1780000,21.9575
"2013-04-15",21.877501,21.952499,21.424999,21.4275,1882000,21.4275
"2013-04-16",21.502501,21.8825,21.385,21.870001,2094800,21.870001
"2013-04-17",21.7675,21.7675,21.51,21.684999,2127200,21.684999
"2013-04-18",21.715,21.790001,21.4,21.5,1463200,21.5
"2013-04-19",21.395,21.860001,21.352501,21.83,2179200,21.83
"2013-04-22",21.872499,21.969999,21.592501,21.9175,1277600,21.9175
"2013-04-23",21.975,22.125,21.807501,22.067499,1764800,22.067499
"2013-04-24",22.057501,22.35,21.987499,22.3325,1560800,22.3325
"2013-04-25",22.450001,22.602501,22.3575,22.5425,2336800,22.5425
"2013-04-26",22.5725,22.6525,22.4825,22.532499,2018400,22.532499
"2013-04-29",22.525,22.7325,22.504999,22.709999,2361200,22.709999
"2013-04-30",22.695,22.790001,22.6,22.7775,3325600,22.7775
"2013-05-01",21.7075,22.375,21.68,21.7325,6331200,21.7325
"2013-05-02",21.817499,21.9125,21.5625,21.575001,4381200,21.575001
"2013-05-03",21.75,21.785,21.6525,21.700001,4098400,21.700001
"2013-05-06",21.745001,21.834999,21.584999,21.629999,3606400,21.629999
"2013-05-07",21.629999,22.032499,21.6,22,3880000,22
"2013-05-08",21.987499,22.192499,21.9275,22.182501,3101200,22.182501
"2013-05-09",22.195,22.389999,22.190001,22.247499,2176000,22.247499
"2013-05-10",22.237499,22.3925,22.225,22.379999,1851200,22.379999
"2013-05-13",22.407499,22.465,22.272499,22.3475,1384800,22.3475
"2013-05-14",22.315001,22.469999,22.2875,22.450001,2291200,22.450001
"2013-05-15",22.432501,22.575001,22.3375,22.565001,1914800,22.565001
"2013-05-16",22.434999,22.637501,22.23,22.237499,1721200,22.237499
"2013-05-17",22.407499,22.65,22.295,22.647499,2398400,22.647499
"2013-05-20",22.5425,22.67,22.455,22.549999,2060400,22.549999
"2013-05-21",22.5275,22.682501,22.4625,22.5,2092800,22.5
"2013-05-22",22.5425,22.602501,22.2425,22.3375,3915600,22.3375
"2013-05-23",22.272499,22.360001,22.17,22.200001,1972400,22.200001
"2013-05-24",22.0525,22.059999,21.897499,22.022499,2284000,22.022499
"2013-05-28",22.174999,22.405001,22.127501,22.3475,1681600,22.3475
"2013-05-29",22.1975,22.2575,21.924999,21.9475,2140400,21.9475
"2013-05-30",21.942499,22.195,21.93,22.125,2891600,22.125
"2013-05-31",22.0525,22.24,21.762501,21.790001,4721200,21.790001
"2013-06-03",21.9175,21.99,21.594999,21.8025,3878000,21.8025
"2013-06-04",21.877501,21.897499,21.485001,21.577499,3283600,21.577499
"2013-06-05",21.532499,21.610001,21.26,21.3025,2626400,21.3025
"2013-06-06",21.342501,21.4175,21.15,21.370001,2344000,21.370001
"2013-06-07",21.525,21.7225,21.487499,21.629999,2140400,21.629999
"2013-06-10",21.637501,21.657499,21.49,21.605,1924400,21.605
"2013-06-11",21.445,21.8575,21.372499,21.665001,1970000,21.665001
"2013-06-12",21.7925,21.85,21.4825,21.4825,1900000,21.4825
"2013-06-13",21.512501,22.0175,21.387501,21.9725,1789200,21.9725
"2013-06-14",21.997499,21.997499,21.65,21.745001,1750000,21.745001
"2013-06-17",21.8225,22.125,21.692499,21.9725,2104800,21.9725
"2013-06-18",21.9175,22.182501,21.9175,22.16,1740000,22.16
"2013-06-19",22.165001,22.334999,22.012501,22.040001,2487600,22.040001
"2013-06-20",21.844999,21.844999,21.495001,21.5075,2199600,21.5075
"2013-06-21",21.622499,21.7425,21.247499,21.625,4760800,21.625
"2013-06-24",21.51,21.602501,21.362499,21.362499,2670400,21.362499
"2013-06-25",21.5275,21.6625,21.264999,21.605,1412000,21.605
"2013-06-26",21.752501,21.834999,21.627501,21.684999,1782400,21.684999
"2013-06-27",21.752501,22.040001,21.684999,22.014999,1944000,22.014999
"2013-06-28",21.83,22.047501,21.7125,21.852501,4320400,21.852501
"2013-07-01",21.924999,22.1675,21.782499,21.8225,2194400,21.8225
"2013-07-02",21.735001,21.995001,21.6525,21.7125,1700400,21.7125
"2013-07-03",21.57,22.15,21.57,21.98,1254000,21.98
"2013-07-05",22.115,22.377501,22.02,22.24,1587200,22.24
"2013-07-08",22.5,22.627501,22.360001,22.362499,3130000,22.362499
"2013-07-09",22.487499,22.5275,22.344999,22.3675,2614000,22.3675
"2013-07-10",22.377501,22.610001,22.377501,22.5725,2148400,22.5725
"2013-07-11",22.737499,22.842501,22.67,22.785,2160000,22.785
"2013-07-12",22.772499,22.9575,22.6675,22.764999,3335200,22.764999
"2013-07-15",22.7125,22.955,22.655001,22.809999,1850800,22.809999
"2013-07-16",22.8475,22.93,22.690001,22.7575,1821600,22.7575
"2013-07-17",22.8675,22.942499,22.700001,22.74,1530800,22.74
"2013-07-18",22.795,22.997499,22.745001,22.9025,1803200,22.9025
"2013-07-19",22.9025,22.985001,22.7775,22.945,2450000,22.945
"2013-07-22",23.014999,23.094999,22.862499,23.0375,1568000,23.0375
"2013-07-23",23.41,23.41,22.805,22.969999,1557200,22.969999
"2013-07-24",23.07,23.16,22.945,23.002501,1353200,23.002501
"2013-07-25",22.940001,23.2075,22.8925,23.1775,1355600,23.1775
"2013-07-26",22.987499,23.2075,22.9275,23.1975,1974400,23.1975
"2013-07-29",23.094999,23.2225,23.004999,23.1,2026000,23.1
"2013-07-30",23.25,23.25,23.0175,23.127501,3120800,23.127501
"2013-07-31",23.932501,24.969999,23.932501,24.059999,9736400,24.059999
"2013-08-01",24.145,24.352501,24.075001,24.219999,3778400,24.219999
"2013-08-02",24.25,24.547501,24.1075,24.545,3183600,24.545
"2013-08-05",24.445,25.129999,24.424999,25.0875,3501200,25.0875
"2013-08-06",25.112499,25.325001,25.045,25.1975,3492000,25.1975
"2013-08-07",25.2325,25.3025,25.025,25.24,2394800,25.24
"2013-08-08",25.397499,25.4625,25.112499,25.2875,2238000,25.2875
"2013-08-09",25.2775,25.4,25.1075,25.280001,1128800,25.280001
"2013-08-12",25.190001,25.43,25.065001,25.3675,1569600,25.3675
"2013-08-13",25.352501,25.557501,25.145,25.385,1005600,25.385
"2013-08-14",25.41,25.41,25.1625,25.25,1688000,25.25
"2013-08-15",25.02,25.035,24.735001,24.807501,3138000,24.807501
"2013-08-16",24.764999,25,24.764999,24.8375,1981200,24.8375
"2013-08-19",24.8025,25.01,24.629999,24.705,2277600,24.705
"2013-08-20",24.690001,24.8825,24.59,24.7925,1371600,24.7925
"2013-08-21",24.620001,24.809999,24.512501,24.575001,1513200,24.575001
"2013-08-22",24.612499,24.9925,24.58,24.7775,1915600,24.7775
"2013-08-23",24.9,24.975,24.797501,24.8675,2346800,24.8675
"2013-08-26",24.764999,24.9475,24.684999,24.702499,1233200,24.702499
"2013-08-27",24.422501,24.555,24.092501,24.125,1731600,24.125
"2013-08-28",24.202499,24.262501,24.045,24.055,1348000,24.055
"2013-08-29",23.934999,24.2225,23.702499,24.09,1976400,24.09
"2013-08-30",24.092501,24.147499,23.9575,24.067499,2025200,24.067499
"2013-09-03",24.465,24.7875,24.0175,24.135,2588800,24.135
"2013-09-04",24.094999,24.440001,23.967501,24.424999,2645200,24.424999
"2013-09-05",23.272499,24.477501,23.172501,24.424999,1361600,24.424999
"2013-09-06",24.5375,24.799999,24.182501,24.6425,2492800,24.6425
"2013-09-09",24.6625,24.889999,24.59,24.879999,1860800,24.879999
"2013-09-10",24.9725,25.0275,24.775,24.995001,2121200,24.995001
"2013-09-11",24.940001,25.3375,24.897499,25.262501,1440000,25.262501
"2013-09-12",25.147499,25.379999,25,25.0375,1643200,25.0375
"2013-09-13",25.135,25.215,24.9575,25.092501,1103600,25.092501
"2013-09-16",25.307501,25.375,25.155001,25.309999,1430000,25.309999
"2013-09-17",25.334999,25.565001,25.2575,25.477501,1458400,25.477501
"2013-09-18",25.5625,25.7925,25.3025,25.737499,1929600,25.737499
"2013-09-19",25.775,25.8025,25.485001,25.485001,1468400,25.485001
"2013-09-20",25.512501,25.65,25.282499,25.459999,5300800,25.459999
"2013-09-23",25.695,25.695,25.2225,25.225,2594400,25.225
"2013-09-24",25.2875,25.547501,25.1425,25.452499,2550800,25.452499
"2013-09-25",25.455,25.5425,25.252501,25.355,1989200,25.355
"2013-09-26",25.370001,25.4275,25.1525,25.235001,1818400,25.235001
"2013-09-27",25.157499,25.285,25.077499,25.272499,1446000,25.272499
"2013-09-30",25.115,25.305,25.014999,25.262501,1942000,25.262501
"2013-10-01",25.342501,25.635,25.262501,25.635,1976800,25.635
"2013-10-02",25.4475,25.5425,25.192499,25.4475,2303600,25.4475
"2013-10-03",25.35,25.405001,25.02,25.08,2044800,25.08
"2013-10-04",25.08,25.32,25.032499,25.25,1418000,25.25
"2013-10-07",25.01,25.1,24.8475,24.855,1764000,24.855
"2013-10-08",24.8025,24.967501,24.625,24.635,1896800,24.635
"2013-10-09",24.76,24.83,24.475,24.59,2056000,24.59
"2013-10-10",24.870001,25.1325,24.727501,25.105,1723600,25.105
"2013-10-11",24.907499,25.432501,24.907499,25.432501,1182800,25.432501
"2013-10-14",25.334999,25.620001,25.290001,25.592501,1232000,25.592501
